"Price	Screen Size	Max Screen Resolution	Processor	RAM	Hard Drive	Graphics Coprocessor	Chipset Brand	Card Description	Wireless Type	Number of USB 2.0 Ports	Number of USB 3.0 Ports	Brand Name	Series	Item model number	Operating System	Item Weight	Product Dimensions	Item Dimensions L x W x H	Color	Processor Brand	Processor Count	Computer Memory Type	Flash Memory Size	Hard Drive Interface	Hard Drive Rotational Speed	Optical Drive Type	Batteries	Screen Resolution	Average Battery Life (in hours)	Hardware Platform	Rear Webcam Resolution	Power Source	Voltage	Memory Speed	California residents	Graphics Card Ram Size	National Stock Number	Package Dimensions	Audio-out Ports (#)	Battery Type",,,,,,
"$509.00	17.3 inches	1600x900	2.2 GHz Core i3 8130U	8 GB DDR4	1 TB HDD 5400 rpm	Intel HD Graphics 520	Intel	Integrated	802.11ac"," Bluetooth	1		HP	HP 17-Inch Laptop Gold	HP 17.3-Inch Notebook PC	Windows 10	5.29 pounds	16.3 x 10.7 x 1 inches	16.3 x 10.7 x 0.97 inches	Gold	Intel	2	DDR4 SDRAM		Serial ATA	5400.00		1 Lithium ion batteries required. (included)	1600x900		PC		AC & Battery		2133 MHz						",,,,,
"$309.99	14 inches	1920 x 1080	1.8 KHz Celeron 3865U	6 GB	128 GB emmc	Intel	intel	Integrated				DUODUOGO	Aerobook		Windows 10	4.18 pounds			Silver	Intel	2	DDR3 SDRAM		ATA100						PC		Battery						15.3 x 9.9 x 3.5 inches		",,,,,,
"$649.00	15.6 inches	1920x1080	2.5 GHz Intel Core i5	16 GB	256 GB SSD	Intel HD Graphics 620	Intel	Integrated	802.11ac"," Bluetooth	1		Dell	Dell Inspiron	na	Windows 10 Home	4.96 pounds	15 x 10.2 x 1 inches	14.96 x 10.25 x 0.99 inches		Intel	2	DDR SDRAM	256 GB	Solid State			1 Lithium ion batteries required.	1920x1080 Full HD		Home and Business Laptop		AC & Battery		2133 MHz						",,,,,
"$99.99	10 inches	1280 x 800	1.5 GHz Xeon Gold 6148F	16 GB DIMM	16 GB	Mail 400 MP2			5.8 GHz Radio Frequency	3		LNBEI	LNBEI	LNBEI		2.12 pounds			Black (64GB SD Card)	Qualcomm	8	EDO DRAM	64 GB	ATA-3	2.00				2 years	Android	400 pixels					16 GB		11.5 x 8.1 x 2.3 inches		",,,,,,
"$799.99	14 inches	1920x1080 pixels	1.6 GHz Intel Core i5	8 GB DDR3	Flash Memory Solid State	Intel UHD Graphics 620	Intel	Integrated	802.11g		2	Lenovo	Lenovo Ideapad	81EU000HUS	Windows 10 Home	3.5 pounds	12.8 x 0.7 x 8.9 inches	12.76 x 0.65 x 8.86 inches	Onyx Black	Intel	4		128.0	Solid State	2 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)		8 hours	PC										",,,,,,
"$571.30	13.3 inches	Full HD (1920 x 1080)	3.6 GHz AMD R Series	16 GB DDR	256 GB SSD	AMD Radeon Vega 8	AMD		802.11ac	1		Dell	Dell Inspiron	Dell Inspiron	Windows 10 Home	5.17 pounds	12.7 x 8.8 x 0.7 inches	12.7 x 8.8 x 0.7 inches	Era Gray	AMD	4	DDR SDRAM	256 GB	Solid State				Full HD IPS (1920 x 1080)		Business Laptop/Tablet		AC & Battery		2133 MHz						",,,,,,
"$279.00	14 inches		1.8 GHz AMD A6	4 GB DDR4	Flash Memory Solid State			Integrated			2	MISC	7DA28UT#ABA	7DA28UT#ABA		3.46 pounds	8.9 x 13.3 x 0.7 inches	8.9 x 13.3 x 0.7 inches			1		32.00	Solid State	1 RPM	None										2 GB				",,,,,,
$1 ,"703.85	14 inches	1920 x 1080 pixels	1.7 GHz Intel Core i5	16 GB LPDDR3	256 GB Flash Memory Solid State	Intel UHD Graphics 620	Intel	Integrated	802.11abg			Lenovo	ThinkPad X1 Yoga	20LD001DUS	Windows 10 Pro	3.09 pounds	13.1 x 9 x 0.7 inches	13.1 x 9 x 0.7 inches	Black	Intel	4		256.0	Solid State	7200 RPM	No Optical Drive	1 Lithium ion batteries required. (included)			Windows				2133 MHz		16 GB				",,,,,
"$448.00	15.6 inches	1366x768	1.6 GHz Intel Core i5	6 GB DDR3L	500 GB mechanical_hard_drive	Intel HD Graphics 4400	intel	Integrated	802.11bgn	2	2	Dell	Inspiron	i15RMT-5124sLV	Windows 8	5.84 pounds	19.3 x 13.2 x 3.3 inches	19.29 x 13.15 x 3.31 inches	Moon Silver	Intel Core I5	2	DDR3 SDRAM		Serial ATA	5400 RPM		1 Lithium ion batteries required. (included)			PC			11.1 volts	1600 MHz						",,,,,,
"$901.98	15.6 inches	1920x1080	1.8 GHz Intel Core i7	8 GB	512 GB PCIE SSD	2GB NVIDIA GeForce MX230 Graphics	nvidia	dedicated	802.11abg", 802.11a/b/g/n/ac, 802.11a/b/g/n," 802.11a			Lenovo	Flex 15	Flex 15	Windows 10	4.41 pounds	15.6 x 10 x 1 inches	15.6 x 10 x 1 inches		Intel	4	DDR4 SDRAM	512 GB	Solid State			1 Lithium Polymer batteries required. (included)	1920x1080		PC										",,,
"$999.99			Intel Core i5	8 GB		Intel HD Graphics 630		integrated				HP	Smart Buy 800G3 Ed Dm I7-700T ...	1FY79UT#ABA	Windows 10 Pro (64-Bit)	2.67 pounds	1 x 1 x 1 inches	1 x 1 x 1 inches			4		256.0											2400 MHz						",,,,,,
"$521.83	15.6 inches	1920 x 1080	2.2 GHz Intel Core i3	6 GB	1 TB SSD	Intel HD Graphics 620	Intel	Integrated	802.11ac			Acer	Acer	Acer	Windows 10 Home	7 pounds	15 x 10.2 x 1.2 inches	15.02 x 10.2 x 1.19 inches		Intel	2	DDR3 SDRAM	1 TB	Serial ATA				1920 x 1080		PC										",,,,,,
"$725.00	15.6 inches	1920 x 1080	1.6 GHz Intel Core i5	8 GB DDR4	512 GB SSD	Intel UHD Graphics 620		Integrated	802.11ac			Dell	Inspiron 2-in-1	NA	Windows 10	4.85 pounds	15 x 10 x 0.9 inches	14.96 x 9.96 x 0.89 inches	Theoretical Gray	Intel	4	SDRAM	512 GB	Serial ATA			1 Lithium ion batteries required. (included)			PC										",,,,,,
"$418.00	15.6 inches			8 GB	mechanical_hard_drive		amd		Bluetooth"," 802.11ac			Lenovo	Lenovo Ideapad	Ideapad 320	Windows 10 Home	6.03 pounds	14.9 x 10.2 x 0.9 inches	14.9 x 10.2 x 0.9 inches		AMD	2	DDR4 SDRAM																		",,,,,
"$199.99	14 inches		2.4 GHz Intel Celeron	4 GB	32 GB SSD	Intel		Integrated				ASUS	Asus 14"" Chromebook	Asus 14"" Chromebook	Chrome OS	5 pounds	12.7 x 9 x 0.6 inches	12.7 x 9 x 0.6 inches		Intel	2	DDR4 SDRAM	32 GB	Solid State			1 Lithium ion batteries required. (included)	1920x1080		PC										",,,,,,
"$899.00	15.6 inches	1920x1080	2.4 GHz Intel Core i5	16 GB DDR4	500 GB SSD	NVIDIA GeForce GTX 1050	NVIDIA	Dedicated	802.11ac			Sager	NP6854	NP6854	Windows 10	4.85 pounds	10.2 x 14.2 x 1 inches	10.16 x 14.21 x 0.98 inches		Intel	4	SDRAM		Serial ATA			1 Lithium ion batteries required. (included)	1920x1080		PC										",,,,,,
"$491.44	15.6 inches	1920 x 1080	2 GHz AMD R Series	8 GB	1 TB mechanical_hard_drive	AMD® RadeonTM Vega 8 Graphics	amd					Dell	Inspiron	NA	Windows 10	5 pounds				AMD	4	DDR4 SDRAM		Serial ATA						PC								18 x 14 x 4 inches		",,,,,,
"$479.99	15.6 inches	1920 x 1080	2.2 GHz Ryzen 7 2700U	8 GB	256 GB flash_memory_solid_state		amd	integrated	802.11ac			Acer	Acer Aspire	NA	Windows 10	5.07 pounds				AMD	2	DDR DRAM	256 GB	Solid State			1 Lithium Polymer batteries required. (included)			PC								19.6 x 12.2 x 2.5 inches		",,,,,,
"$559.00	13.3 inches		2 GHz AMD R Series	16 GB DDR4	256 GB flash_memory_solid_state	AMD						Dell	Dell Inspiron	Inspiron 13 7000	Windows 10	3.84 pounds	12.7 x 8.8 x 0.7 inches	12.7 x 8.8 x 0.7 inches		AMD	4	DDR4 SDRAM	256 GB	Solid State						PC										",,,,,,
"$900.00			4.6 GHz Intel Core i7	16 GB ddr4_sdram	128 GB	Intel						Dell			Windows 10	13 pounds	14.7 x 6.3 x 11.6 inches	14.71 x 6.3 x 11.61 inches		Intel		GDDR4	128 GB	Solid State						PC										",,,,,,
$1 ,"159.00	15.6 inches	1920 x 1080 pixels	8032	16 GB na	flash_memory_solid_state	na	intel	Dedicated	802.11b", 802.11g," 802.11n			HP	HP ProBook	4PY82UT		4.81 pounds	14.8 x 10.1 x 0.9 inches	14.84 x 10.12 x 0.94 inches			6		256.00	SSA	1 RPM	No Optical Drive	1 12V batteries required. (included)							2400 MHz		1 GB				",,,
"$518.98	156 inches	1920 x 1080	Intel Core i5	4 GB DDR4	mechanical_hard_drive		intel		802.11ac			Dell	Dell Inspiron	i5570-5526SLV	Windows 10	6.9 pounds	13.9 x 19.4 x 3 inches	13.9 x 19.4 x 3 inches	Silver	Intel	1						1 Lithium ion batteries required. (included)	1920x1080				Corded-Electric"," Battery								",,,,,
$3 ,"998.00	18.4 inches	1920x1080 pixels	4 GHz Intel Core i7	32 GB	1000 GB Hybrid Drive	NVIDIA GeForce GTX 1070	nvidia	Dedicated	802.11g		5	MSI	GT83 Titan-016	GT83 Titan-016	Windows 10 Home	12.13 pounds	17.1 x 13.3 x 2.7 inches	17.12 x 13.34 x 2.71 inches		Intel	1	GDDR5	512.0	Serial ATA	7200 RPM	DVD+RW	1 Lithium Polymer batteries required. (included)									16 GB				",,,,,
"$799.00	15.6 inches	1920 x 1080	2.6 GHz Intel Core i7	8 GB DDR3	1 TB flash_memory_solid_state	NVIDIA GeForce GTX 960M	nvidia	Dedicated	802.11ac			Dell	Dell 15.6	Dell 15.6	Windows 10	5.51 pounds			Black	Intel	4	SDRAM	4 GB	Serial ATA			1 Lithium Polymer batteries required.			PC								20.5 x 13.3 x 2.8 inches		",,,,,,
"$581.40			4 GHz Intel Core i5	12 GB ddr4_sdram	1 TB flash_memory_solid_state	Intel HD Graphics 630		dedicated				Dell	Inspiron 3670		Windows 10	14.1 pounds	11.6 x 14.7 x 6.3 inches	11.61 x 14.71 x 6.3 inches	black	Intel		GDDR4		Serial ATA		DVD-RW				PC										",,,,,,
"$664.99	15.6 inches	1366 x 768	2.5 GHz Intel Core i5	8 GB DDR4	256 GB SSD	Intel HD Graphics 620	Intel	Integrated	802.11bgn"," Bluetooth	1		HP	HP 15-CC057CL	HP Pavilion	Windows 10 Home	4.65 pounds	14.9 x 9.9 x 0.9 inches	14.88 x 9.92 x 0.88 inches		Intel	2	DDR SDRAM	256 GB	Solid State			1 Lithium ion batteries required.	1366 x 768 HD Touchscreen	9 hours	Home and Business Laptop PC		AC & Battery		2133 MHz						",,,,,
"$609.99	15.6 inches	1920x1080	2.5 GHz	8 GB DDR4	256 GB flash_memory_solid_state	Integrated Intel HD graphics		Integrated	802.11ac			Lenovo	Yoga 710	Yoga 710	Windows 10	4.85 pounds	8 x 11.5 x 0.8 inches	8 x 11.5 x 0.8 inches		Intel	2	DDR4 SDRAM	256 GB	Solid State			1 Lithium Polymer batteries required.	1920x1080	8 hours	PC										",,,,,,
$2 ,"587.99	15.6 inches	1920 x 1080	3.1 GHz Core i7 Family	16 GB DDR4	512 GB Flash Memory Solid State	Radeon Pro WX Vega M GL	AMD	Dedicated	802.11ac		3	Dell	Precision	SBR31		4.41 pounds	9.3 x 13.9 inches	9.3 x 13.9		Intel	6		16	Solid State	7200	No Optical Drive	1 Lithium ion batteries required. (included)	1920 x 1080				Corded-Electric				4 GB				",,,,,
"$667.98	15.6 inches		1.6 GHz Intel Core i5	8 GB DDR4	256 GB flash_memory_solid_state	NVIDIA GeForce MX130		Dedicated				Lenovo	81CA001TUS	NA	Windows 10	6.36 pounds				Intel	4	DIMM	256 GB	Solid State			1 Lithium ion batteries required.			PC								20.7 x 12.6 x 3.1 inches		",,,,,,
"$751.70	13.3 inches			8 GB DDR	flash_memory_solid_state	Intel UHD Graphics 620		Integrated	802.11ac			Dell	Dell Inspiron	NA	Windows 10 Home	3.75 pounds	12.8 x 8.8 x 0.8 inches	12.76 x 8.85 x 0.77 inches		Intel	2	DDR4 SDRAM	256 GB				1 Lithium ion batteries required. (included)			Windows										",,,,,,
"$295.00	15.6 inches	1366x768 pixels	2.4 GHz Intel Celeron	4 GB DDR4	1000 GB Hybrid Drive	Intel HD Graphics 500	Intel	Integrated	802.11ac	1	2	Lenovo	ideapad 320	80XV00A9US	Windows 10 Home	4.9 pounds	15 x 10.2 x 0.9 inches	15 x 10.2 x 0.9 inches	Coral Red	Intel	2	DDR3 SDRAM		Serial ATA	5400 RPM	DVD-RW	1 Lithium Polymer batteries required.	1366x768	6 hours	PC; Mac		AC & Battery								",,,,,,
"$219.99			2.4 GHz Celeron J1800	8 GB	64 GB SSD							Bounabay			Windows 7 Professional"," Windows 8	2.56 pounds			black	Intel	2	DDR3 SDRAM		Solid State			1 Lithium Polymer batteries required. (included)			PC								13 x 8.7 x 1.8 inches		",,,,,
"$829.97	15.6 inches		2.5 GHz Intel Core i5	8 GB	1512 GB flash_memory_solid_state	NVIDIA GeForce GTX 1050	nvidia	Dedicated	802.11ac			Dell	Dell Inspiron	NA	Windows 10	8.9 pounds	15.1 x 10.4 x 1 inches	15.1 x 10.4 x 1 inches		Intel	4	SDRAM	512 GB	Serial ATA	5400 RPM					PC										",,,,,,
"$419.52	15.6 inches	1366 x 768	1.1 GHz Pentium	16 GB SDRAM	2 TB HDD 5400 rpm	Intel UHD Graphics 605	Intel		802.11bgn			Dell	Inspiron	DELL	Windows 10	4.96 pounds	15 x 10.2 x 0.9 inches	14.96 x 10.15 x 0.89 inches	Black	Intel	4	DDR4 SDRAM		Serial ATA			1 Lithium ion batteries required.	1366 x 768	8 hours	PC	1.2 MP	AC & Battery								",,,,,,
$1 ,"199.66	17.3 inches		2.8 GHz	16 GB DDR4	1 TB serial_ata	NVIDIA GeForce GTX 1070	nvidia	NVIDIA-GEFORCEGTX1070/8GB	802.11ac			HP	5166698	17-W295MS	Windows 10 Home	11.45 pounds			Black	Intel	4	DDR4 SDRAM					1 Lithium ion batteries required. (included)											26.2 x 16.4 x 6.3 inches		",,,,,
"$311.01	15.6 inches		3 GHz AMD A Series	4 GB SDRAM	1 TB mechanical_hard_drive	AMD Radeon R5	AMD		802.11a			Lenovo	Lenovo ideapad 320 80XV00A8US	Lenovo ideapad 320 80XV00A8US	Windows 10	6.3 pounds	14.9 x 10.2 x 0.9 inches	14.88 x 10.24 x 0.9 inches		AMD	4	DDR4 SDRAM		Serial ATA	5400 RPM		1 A batteries required. (included)	1366x768		PC		AC & Battery		2133 MHz						",,,,,,
"$321.65	14 inches	1920 x 1080 pixels	2.4 GHz 8032	4 GB DRAM	Flash Memory Solid State		Intel	Integrated	802.11a", 802.11b," 802.11g			HP	3UZ96UT	3UZ96UT#ABA	Chrome OS	4.75 pounds	18.3 x 2.7 x 11.9 inches	18.3 x 2.7 x 11.9 inches		Intel	2		32.0	Serial ATA	1	No Optical Drive	1 Lithium ion batteries required. (included)					Corded-Electric		2400 MHz						",,,,
"$145.00	10.1 inches	1920 x 1200	2 GHz	4 GB	64 GB	MediaTek			802.11bgn			CHAOHENG	Touch		Android 7.0 Nougat	2.17 pounds			Silver	MediaTek	8	DDR3 SDRAM	64 GB	USB			1 Lithium ion batteries required. (included)	1920x1200	8 hours	PC	12 MP	AC						11.5 x 8.8 x 2.8 inches		",,,,,,
"$719.95	15.6 inches	1920 x 1080	1.6 GHz Intel Core i5	12 GB	256 GB SSD	Intel UHD Graphics 620	intel	Integrated	802.11ac			Lenovo	Yoga 730 2-in-1	NA	Windows 10	4.17 pounds	14.2 x 9.8 x 0.7 inches	14.2 x 9.8 x 0.7 inches	Abyss Blue	Intel	4	SDRAM	256 GB	Serial ATA						PC										",,,,,,
"$998.00	13.3 inches	1920 x 1080 pixels	1.6 GHz Core i5 Family	8 GB DDR4	256 GB Flash Memory Solid State	Intel UHD Graphics 620	Intel	Integrated	802.11ac"," Bluetooth			Dell	7300	7300	Windows 10 Pro	4.56 pounds	8.1 x 12.1 x 0.7 inches	8.14 x 12.06 x 0.73 inches		Intel	1	DDR4 SDRAM	256	Serial ATA	1000 RPM	No Optical Drive	1 Lithium ion batteries required. (included)			PC		Corded-Electric		1.6 GHz						",,,,,
$1 ,"247.82	15.6 inches	1280 x 800	1 1.2GHz Cortex A13 Processor	8 GB A8	1 flash_memory_solid_state	Intel GMA 3150	intel	Dedicated	802.11ac	1	1	HP	4NH70UT	4NH70UT	Windows 10 Pro	4.72 pounds	14.4 x 10.1 x 1 inches	14.37 x 10.1 x 1 inches		Intel	4	GDDR5	256.00	ATA-4	1	BD-R	1 12V batteries required.							2666 MHz		1				",,,,,
"$318.06	19.5 inches		1.8 GHz AMD E Series	4 GB DDR4	500 GB Mechanical Hard Drive			Integrated		2	1	Lenovo	Ideacentre 330	F0D8001LUSHSN		10.45 pounds	18.1 x 1.9 x 12.7 inches	18.1 x 1.9 x 12.7 inches		AMD	1		1.0	Serial ATA	7200 RPM	DVD+RW										1 GB				",,,,,,
"$392.22	15.6 inches	1366 x 768	1.6 GHz Core i5 8250U	12 GB	1 TB	Intel UHD Graphics 620	intel	Integrated				Lenovo	Ideapad 330	81DJ0006US-CR	Windows 10	5.7 pounds				Intel	4	DDR4 SDRAM		Solid State	5400 RPM					PC								19.3 x 12.4 x 2.6 inches		",,,,,,
"$499.00	15.6 inches	1366 x 768	2.3 GHz Intel Core i3	4 GB	1 TB mechanical_hard_drive	Intel HD Graphics 520	intel	Integrated	802.11ac			Acer	Acer Aspire	:888863737086	Windows 10	5.29 pounds	15 x 10.2 x 1 inches	15.03 x 10.16 x 0.97 inches	Black	Intel	2	DDR3 SDRAM		Serial ATA						PC										",,,,,,
"$49.99	7 inches	1024 x 600	Cortex	1 GB	8 GB	ACTION			802.11bgn	3		TUFEN			Android 6.0 Marshmallow	14.1 ounces	7.9 x 5.5 x 0.4 inches	7.87 x 5.51 x 0.39 inches	Q768 yellow		4	DDR3 SDRAM	8 GB					1024×600	6 hours	Android 6.0 Marshmallow	720 pixels	Corded-Electric"," Battery		1.3 GHz						",,,,,
"$274.98	15.6 inches		2.16 GHz Intel Celeron	4 GB SO-DIMM"," DDR3L-SDRAM	500 GB mechanical_hard_drive	Intel HD Graphics	intel	Integrated				Lenovo	Celeron	80MJ00G2US	Windows 10	4.3 pounds	1 x 1 x 1 inches	1 x 1 x 1 inches	black	Intel	2	SDRAM	500 GB		5400 RPM		1 Lithium ion batteries required.		3 hours											",,,,,
$1 ,"579.99			3.6 GHz Intel Core i7	32 GB DDR4	1256 GB SSD + HDD 7200 rpm	Intel UHD Graphics	Intel		802.11ac			Dell	XPS	8930	Windows 10 Professional	22 pounds	14 x 7.1 x 15.2 inches	14.02 x 7.09 x 15.22 inches	Silver	Intel	8	DDR SDRAM		Serial ATA		DVD-RW				PC				2666 MHz						",,,,,
$1 ,"778.99	15.6 inches		8032	8 GB DDR3	flash_memory_solid_state		intel	Integrated	802.11g			LG	Touch	15Z980-R.AP71U1	Windows 10 Pro	4.5 pounds	18.5 x 10.8 x 2.2 inches	18.5 x 10.75 x 2.25 inches			1			eSATA	1 RPM	No Optical Drive	100 Lithium ion batteries required. (included)													",,,,,
$2 ,"313.38	17.3 inches		8032	4 GB	SSD	nVidia Quadro P3000/6GB	NVIDIA	dedicated	802.11b", 802.11g," 802.11n			Lenovo	LENOVO	20HK001RUS	Windows 10 Pro	7.28 pounds	0.4 x 0.4 x 0.4 inches	0.39 x 0.39 x 0.39 inches	Business Black		4		512				100 Lithium ion batteries required. (included)	1920x1080					120 volts	2400 MHz		6 GB				",,,
"$699.00	13.3 inches	1920x1080	2.2 GHz AMD R Series	16 GB DDR4	512 GB flash_memory_solid_state	AMD Radeon RX Vega 10		integrated	802.11ac"," Bluetooth	1		Dell	Dell Inspiron	7000	Windows 10	5.16 pounds	12.8 x 9.2 x 0.7 inches	12.8 x 9.2 x 0.7 inches		AMD	4	DDR4 SDRAM	512 GB	Solid State				1920x1080		PC		AC & Battery								",,,,,
"$342.18	15.6 inches	1366 x 768	3.1 GHz AMD R Series	8 GB	256 GB flash_memory_solid_state	Other	amd	integrated				Lenovo	Lenovo 130-15AST	NA	Windows 10	4.63 pounds	10 x 14.8 x 0.9 inches	10 x 14.8 x 0.9 inches		AMD	1	DDR4 SDRAM	256 GB	ATA			1 Lithium ion batteries required. (included)		5 hours	PC										",,,,,,
"$999.95	14 inches		1.7 GHz Intel Core 2 Quad	8 GB	512 GB SSD		intel					Lenovo	Lenovo Thinkpad		Windows 10 Pro	5.6 pounds				Intel	4	DDR3 SDRAM	512 GB	eSATA			1 9V batteries required. (included)			PC								18.7 x 11.9 x 3.2 inches		",,,,,,
"$269.58	14 inches	1366 x 768	1.7 GHz 8032	4 GB		PowerVR GX6250		Integrated	802.11ac			Lenovo	Chromebook S330	81JW000JUS_25	Chrome OS	5.36 pounds	12.8 x 9.1 x 0.8 inches	12.8 x 9.1 x 0.8 inches		MediaTek	1		64				1 Lithium ion batteries required. (included)													",,,,,,
"$159.99	10 inches	1920 x 1200	2 GHz	4 GB	64 GB	MediaTek			802.11bgn			HONGTAO	Touch		Android 7.0 Nougat	1.97 pounds			Gold	MediaTek	8	DDR3 SDRAM	64 GB	USB			1 Lithium ion batteries required. (included)	1920x1200	8 hours	PC	12 MP	AC						11.2 x 8 x 2.4 inches		",,,,,,
"$849.95	12.5 inches			8 GB	500 GB flash_memory_solid_state	Intel HD Graphics 520	intel	Integrated				Oemgenuine	Lenovo Thinkpad	X260	Windows 10 Pro	3.18 pounds	12 x 8.2 x 0.8 inches	12.03 x 8.21 x 0.8 inches	Black	Intel	2		500 GB																	",,,,,,
"$441.25	15.6 inches	1920 x 1080	2.2 GHz Core i3 8130U	6 GB	1 TB mechanical_hard_drive	Intel UHD Graphics 620	intel	Integrated				Lenovo	Lenovo Ideapad	NA	Windows 10	5.2 pounds				Intel	2	DDR4 SDRAM		Serial ATA-600	5400 RPM		1 Lithium ion batteries required. (included)			PC								20.2 x 12.6 x 2.7 inches		",,,,,,
$1 ,"999.99			4 GHz Core i7 6700k	32 GB SDRAM DDR4	2 TB HDD 7200 rpm	AMD Radeon R9 Fury X	Intel	integrated	Bluetooth", 802.11ac," 802.11bgn	10		HP	HP Omen X 900-035VX Gaming Desktop PC	V9B13AA	Windows 10 Home	40.1 pounds	16 x 19.9 x 20.3 inches	15.98 x 19.85 x 20.28 inches	Black	Intel	1	DDR SDRAM		Serial ATA	7200.00	DVD-W				PC		AC & Battery		2133 MHz						",,,
$1 ,"199.99	15.6 inches	1920 x 1080 IPS	2.8 GHz Intel Core i7	16 GB	1 TB Hybrid	NVIDIA GeForce GTX 1060	NVIDIA	Dedicated	802.11ac"," Bluetooth	1		Lenovo	Lenovo Legion Y720	Lenovo Legion	Windows 10 Home	7.09 pounds	15 x 10.9 x 1.1 inches	14.96 x 10.91 x 1.14 inches		Intel	4	DDR SDRAM	512 GB	eSATA			1 Lithium ion batteries required. (included)	1920 x 1080 Full HD	4 hours	Gaming and Business Full HD IPS Laptop				2400 MHz						",,,,
"$559.99			3.7 GHz AMD A Series	8 GB ddr3_sdram	1 TB HDD 7200 rpm	NVIDIA GeForce GTX 1060		dedicated				HeindlPC			Windows 10	26.1 pounds				AMD	8	DIMM		Serial ATA-600						PC								21.7 x 20.5 x 11.8 inches		",,,,,,
"$499.98	15.6 inches		1.1 GHz Intel Celeron	4 GB SDRAM	1 TB HDD 5400 rpm	Intel HD Graphics 500	Intel	Integrated	802.11ac	1		Lenovo	Lenovo Ideapad 320 Laptop	P3D99LT	Windows 10 Home	4.84 pounds	14.9 x 10.2 x 0.9 inches	14.88 x 10.24 x 0.9 inches	Red	Intel	2	DDR3 SDRAM	1 TB	Serial ATA	5400 RPM		1 Lithium ion batteries required. (included)	1366x768		PC		AC & Battery								",,,,,,
"$299.98	10.1 inches	1920 x 1200	1.6 GHz Atom Z8700	4 GB DDR	128 GB emmc	Intel Graphics Media Accelerator HD			802.11ac			Lenovo	20E4	NA	Windows 10	2.95 pounds	10.1 x 6.9 x 0.4 inches	10.1 x 6.9 x 0.39 inches		Intel	4	DDR3 SDRAM	128 GB	Solid State			1 Lithium Polymer batteries required. (included)	1920x1200		PC										",,,,,,
"$99.99	8 inches	1280 x 800	1.9 GHz Cortex	2 GB	16 GB				802.11b/g", 802.11bgn," 802.11b			weitong	Touch		Android 7.0 Nougat	1.46 pounds			White		4		32 GB							Android	2 MP	Battery						9.4 x 5.4 x 2.9 inches		",,,,
$1 ,"262.49	15.6 inches	1920 x 1080	8032	8 GB A8	flash_memory_solid_state	Intel GMA 3150	amd	Dedicated	802.11b", 802.11g," 802.11n	1	1	HP	HP EliteBook	4HZ48UT		2 pounds	14.6 x 9.9 x 0.7 inches	14.6 x 9.91 x 0.72 inches			4		256.00	ATA-4	1	BD-R	1 12V batteries required.							2400 MHz		1				",,,
"$399.00	14 inches	1920 x 1080 (Full HD)	2.7 GHz Turion X2 Ultra ZM-85	4 GB	64 GB 64G SSD	Intel UHD Graphics 605	intel		802.11ac			ASUS	TP401MA-US22T	NotAvailable	Windows 10	2.86 pounds			Light Gray	Intel	1	DDR4 SDRAM	64 GB	eSATA	5400.00		1 Lithium ion batteries required. (included)			PC								18.2 x 11 x 2.6 inches		",,,,,,
"$409.99	15.6 inches		8032	SDRAM	mechanical_hard_drive	Intel HD Graphics 620		Integrated	802.11ac	2		Acer	Acer Aspire	Acer Aspire		4.41 pounds	19.5 x 3 x 12 inches	19.5 x 3 x 12 inches			1						1 Lithium Polymer batteries required. (included)													",,,,,,
"$819.99	1 inches		3 GHz Intel Core i5	8 GB DDR3	1024 GB Mechanical Hard Drive			Integrated		2	3	Lenovo	ThinkCentre M920s	10SJ000HUS		11.9 pounds	11.4 x 3.6 x 13.5 inches	11.4 x 3.6 x 13.5 inches		Intel	6		1.00	Serial ATA	7200 RPM	DVD+RW								2666 MHz		1 GB				",,,,,,
"$349.00	15.6 inches	1366 x 768	1.1 GHz Intel Celeron D	4 GB	256 GB SSD	intel	amd	Integrated	802.11ac			Lenovo	lenovo	lenovo	Windows 10	4.85 pounds	10.2 x 14.9 x 0.9 inches	10.2 x 14.9 x 0.9 inches	grey	Intel	4	SDRAM	256 GB	Serial ATA			1 Lithium ion batteries required. (included)			PC										",,,,,,
"$349.30	28 inches	3840x2160														11.1 pounds	25.9 x 7.3 x 18.5 inches	25.9 x 7.3 x 18.53 inches									1 Lithium ion batteries required.													",,,,,,
$1 ,"609.00	14 inches	1920 x 1080 pixels	1.8 GHz Core i7 8550U	8 GB DDR4	Flash Memory Solid State	Intel UHD Graphics 620	Intel	Integrated	802.11abg			Lenovo	Lenovo Thinkpad	20L5001CUS	Windows 10 Pro	3.64 pounds	13.3 x 9.2 x 0.8 inches	13.3 x 9.2 x 0.8 inches	Black	Intel	4		256.0			No Optical Drive	2 Lithium ion batteries required. (included)			Windows				2400 MHz						",,,,,
"$328.99	13.3 inches	1920x1080 pixels	1.6 GHz None	2 GB DDR3	64 GB SSD				802.11bgn			Visual Land	Prestige ELITE 13Q	ME13QTC64MAG	Android 5.1 Lollipop	5 pounds	15.5 x 9.5 x 2.2 inches	15.5 x 9.5 x 2.25 inches	Magenta	Rockchip	1	DDR3 SDRAM	64 GB		5400 RPM		1 Lithium Polymer batteries required. (included)		6 hours	Android	2 MP									",,,,,,
