Price	Screen Size	Max Screen Resolution	Processor	RAM	Hard Drive	Graphics Coprocessor	Chipset Brand	Card Description	Wireless Type	Number of USB 2.0 Ports	Number of USB 3.0 Ports	Brand Name	Series	Item model number	Operating System	Item Weight	Product Dimensions	Item Dimensions L x W x H	Color	Processor Brand	Processor Count	Computer Memory Type	Flash Memory Size	Hard Drive Interface	Hard Drive Rotational Speed	Optical Drive Type	Batteries	Screen Resolution	Average Battery Life (in hours)	Hardware Platform	Rear Webcam Resolution	Power Source	Voltage	Memory Speed	California residents	Graphics Card Ram Size	National Stock Number	Package Dimensions	Audio-out Ports (#)	Battery Type",,,,,,,
$669.00	0.01		4.1 GHz AMD Ryzen 7	16 GB DDR4	1 TB 1TB (64MB Cache) 7200 RPM SATA 6Gb/s	AMD Radeon RX 580 4GB GDDR5	AMD	Dedicated		4		Dell	Inspiron 5676	i5676-A696BLU-PUS	Windows 10	30.3 pounds	17.2 x 8.5 x 18.1 inches	17.23 x 8.5 x 18.07 inches	Blue	AMD	4	DIMM	16.00	Serial ATA	7200 RPM	None	1 Lithium ion batteries required.			PC						4 GB					https://www.amazon.com//Dell-Inspiron-Desktop-Processor-Graphics/dp/B07Q3G3B67/ref=sr_1_42?qid=1575099981&s=computers-intl-ship&sr=1-42
$262.00	15.6 inches	1366 x 768	2.6 GHz AMD A6	8 GB	1 TB HDD 5400 rpm	AMD Radeon R4	amd	Dedicated	802.11bgn, 802.11b	1		HP	HP	HP	Windows 10	4.41 pounds	14.8 x 9.7 x 0.9 inches	14.8 x 9.7 x 0.9 inches		AMD	2	DDR4 SDRAM	128 GB	Solid State			1 Lithium Metal batteries required.	1366x768		PC		AC & Battery									https://www.amazon.com//HP-15-6-inch-Dual-Core-MaxxAudio-Bluetooth/dp/B07QKWTZ4B/ref=sr_1_43?qid=1575099981&s=computers-intl-ship&sr=1-43
$99.99	7 inches	1280x800 pixels	1.3 GHz Tablet Processor	1.5 GB DDR3	8 GB Flash Memory Solid State	quad-core 1.3 GHz Snapdragon 410 processor		Integrated	802.11abg	1		Samsung	iPad Pro	SM-T280NZKAXAR	Android 5.1 Lollipop	9.8 ounces	4.3 x 0.3 x 7.3 inches	4.27 x 0.34 x 7.35 inches	Black	Samsung	4		8 GB		1 RPM	None	1 Lithium ion batteries required.	1280 x 800 pixels	10 hours	Android	5 MP	Battery									https://www.amazon.com//Samsung-Galaxy-Tablet-Black-SM-T280NZKAXAR/dp/B01AZ8ERHI/ref=sr_1_44?qid=1575099981&s=computers-intl-ship&sr=1-44
$799.99	12.9 inches	2732x2048 pixels	0.1 GHz	0.1 GB	256 GB Flash Memory Solid State	Apple A12X Bionic		Integrated	802.11b, 802.11g, 802.11n			APPLE	iPad Pro		apple iOS	1.95 pounds	11.4 x 1.9 x 8.8 inches	11.43 x 1.95 x 8.81 inches	Space Gray	Apple	1		256 GB				1 Lithium ion batteries required. (included)		10 hours		12 MP	Corded-Electric									https://www.amazon.com//Apple-iPad-Pro-12-9-inch-Generation/dp/B07Q8RX57R/ref=sr_1_45?qid=1575099981&s=computers-intl-ship&sr=1-45
$499.00	15.6 inches	1920 x 1080 pixels	3.4 GHz Intel Core i5	8 GB DDR4	1000 GB Hybrid Drive	Intel HD Graphics 620	Intel	Integrated	802.11ac	2	2	ASUS	Asus VivoBook F510	F510UA-AH55	Windows 10 Home	3.7 pounds	14.2 x 9.6 x 0.8 inches	14.2 x 9.6 x 0.8 inches	Grey	Intel Core i5	4	DDR4 SDRAM	128.0	Serial ATA	5400 RPM	No Optical Drive	1 Lithium ion batteries required. (included)		5 hours	PC											https://www.amazon.com//ASUS-VivoBook-Lightweight-WideView-Fingerprint/dp/B0795W86N3/ref=sr_1_46?qid=1575099981&s=computers-intl-ship&sr=1-46
$340.00	10.5 inches	2560x1600 pixels	2.35 GHz 8032	64 GB	Flash Memory Solid State	Adreno 540		Dedicated	802.11abg, 802.11a/b/g/n/ac, 802.11a/b/g/n, 802.11a		1	Samsung	Galaxy Tab	SM-T830NZKAXAR	Android O	1.06 pounds	9.8 x 6.5 x 0.3 inches	9.81 x 6.47 x 0.28 inches	Black	Qualcomm	8		4 GB			None	1 Lithium Polymer batteries required. (included)		10 years		13 MP	Corded-Electric									https://www.amazon.com//Samsung-Electronics-SM-T830NZKAXAR-Galaxy-Black/dp/B07FNZHWH2/ref=sr_1_47?qid=1575099981&s=computers-intl-ship&smid=ATVPDKIKX0DER&sr=1-47
$399.00	11.6 inches		Intel Core i5	4 GB DDR3	128 GB flash_memory_solid_state	Intel HD Graphics 6000	intel	Integrated	802.11abg, 802.11a/b/g/n, 802.11a			Apple	MacBook Air	Apple	Mac OS X	2.3 pounds	7.6 x 11.8 x 0.7 inches	7.6 x 11.8 x 0.7 inches		Intel	2	DDR3 SDRAM	128 GB				1 Lithium ion batteries required. (included)	1366 x 768													https://www.amazon.com//Apple-Dual-Core-Bluetooth-Integrated-Refurbished/dp/B07BZF4MYM/ref=sr_1_48?qid=1575099981&s=computers-intl-ship&sr=1-48
$595.00	15.6 inches	Full HD ( 1920 x 1080 ) Touchscreen	1.6 GHz Intel Core i5	12 GB DDR	256 GB Hybrid	Intel Integrated UHD 620 Graphics	Intel		Bluetooth			Dell	Dell Inspiron 15 5000	Dell Inspiron i5584	Windows 10 Home	4.63 pounds	9.8 x 14.3 x 0.9 inches	9.79 x 14.35 x 0.88 inches	Nature Silver	Intel	4	DDR SDRAM	256 GB	Solid State			1 Lithium ion batteries required. (included)	1920 x 1080		business, school and home Laptop		AC & Battery									https://www.amazon.com//Dell-Inspiron-Touchscreen-Fingerprint-Accessories/dp/B07WTZC3JS/ref=sr_1_49?qid=1575099984&s=computers-intl-ship&sr=1-49
$859.00	12.3 inches	2736 x 1824 pixels	2.9 GB 8032	256 GB	256 GB	Intel Integrated		Integrated	802.11a/b/g/n/ac, Bluetooth		1	Microsoft	Surface Pro 6	LJM-00028	Windows 10 Home	3.15 pounds	9.4 x 13.1 x 2.2 inches	9.41 x 13.11 x 2.24 inches	Black	Intel	4	DDR3 SDRAM	256 GB				1 Lithium ion batteries required. (included)	2736x1824	13.5 hours		8 MP	Battery									https://www.amazon.com//Microsoft-Surface-Intel-Core-256GB/dp/B07KWNFC64/ref=sr_1_50?qid=1575099984&s=computers-intl-ship&sr=1-50
$122.22	11.6 inches	1366*768 pixels	1.6 GHz Intel Celeron	4 GB DDR3L	16 GB Embedded MultiMediaCard	Intel HD Graphics	Intel	Integrated	802.11ac		2	ASUS	Chromebook	C202SA-YS02	Chrome OS	2.2 pounds	11.6 x 0.9 x 7.9 inches	11.6 x 0.9 x 7.9 inches	N3060 | 16G | Ruggedized	Intel	2	DDR3L-1600 SDRAM	16	Solid State	10000	No Optical Drive	1 Lithium Metal batteries required. (included)		10 hours				19 volts			4					https://www.amazon.com//ASUS-Chromebook-C202SA-YS02-Ruggedized-Resistant/dp/B01DBGVB7K/ref=sr_1_51?qid=1575099984&s=computers-intl-ship&sr=1-51
	9.7 inches	2048 x 1536	1.4 GHz 68000	1 GB DIMM	16 GB	Apple A7 GPU			802.11abg, 802.11n, Bluetooth			APPLE	N/A	A1474	iOS 7	1 pounds	9.4 x 0.3 x 6.6 inches	9.4 x 0.29 x 6.6 inches	Black	Apple	1	DIMM	16 GB	EIDE			1 Lithium Polymer batteries required. (included)	2048 x 1536 r	10 hours	Mac	5 MP				Click here for Proposition 65 warning						https://www.amazon.com//Apple-MD785LL-Wi-Fi-Black-Renewed/dp/B00M4L4MFC/ref=sr_1_52?qid=1575099984&s=computers-intl-ship&sr=1-52
$599.99	23.8		3.4 GHz Intel Core i5	8 GB DDR4	1 TB Mechanical Hard Drive			Integrated		2	2	Acer	C24-865-UA91	C24-865-UA91	Windows 10 Home	13.85 pounds	21.3 x 0.5 x 12.6 inches	21.26 x 0.46 x 12.64 inches	Silver	Intel		DDR4 SDRAM		Serial ATA	5400 RPM	None										0.1					https://www.amazon.com//Acer-C24-865-UA91-i5-8250U-802-11AC-Wireless/dp/B07R5Q14HT/ref=sr_1_53?qid=1575099984&s=computers-intl-ship&smid=ATVPDKIKX0DER&sr=1-53
	24.6 inches	2048 x 1536	1.4 GHz	2 GB	16 GB	M10			Bluetooth	1		APPLE	iPad	IPAD 4 16B BLK CR	iOS 6	1.46 pounds	7.3 x 9.5 x 0.3 inches	7.28 x 9.49 x 0.35 inches	Black	apple	1	SIMM	16 GB				1 Lithium Polymer batteries required. (included)		10 hours		5 MP	Battery	220 volts								https://www.amazon.com//Apple-Display-MD510LL-Generation-Renewed/dp/B00OD01MLY/ref=sr_1_56?qid=1575099984&s=computers-intl-ship&sr=1-56
$319.99	14 inches	1920 x 1080 pixels	3.4 GHz core_m	8 GB DDR3L	64 GB Embedded MultiMediaCard	Intel HD Graphics 615	NVIDIA	Integrated	802.11a/b/g/n/ac, Bluetooth		3	ASUS	Chromebook C425	C425TA-DH384	Chrome OS	2.9 pounds	12.6 x 8.2 x 0.7 inches	12.6 x 8.2 x 0.7 inches		Intel	2	DDR3 SDRAM	64.00	Solid State	10000 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)			PC						8 GB					https://www.amazon.com//ASUS-Chromebook-Clamshell-Processor-C425TA-DH384/dp/B07VT254P6/ref=sr_1_57?qid=1575099984&s=computers-intl-ship&smid=ATVPDKIKX0DER&sr=1-57
$609.00	11 inches	2388x1668 pixels	0.1 GHz	0.1 GB	64 GB Flash Memory Solid State	A12X		Integrated	802.11b, 802.11g, 802.11n			APPLE	iPad Pro		A	1.03 pounds	10.1 x 1.9 x 7.4 inches	10.1 x 1.95 x 7.37 inches	Space Gray	Apple	1	DDR4 SDRAM	64 GB				1 Lithium ion batteries required. (included)		6 hours		264 pixels	Battery									https://www.amazon.com//Apple-iPad-11-inch-Wi-Fi-64GB/dp/B07QT8RTV2/ref=sr_1_58?qid=1575099984&s=computers-intl-ship&sr=1-58
$99.99	10.1 inches	1280 x 800	1.5 GHz	2 GB	32 GB	MALI-G31		MALI-G31	802.11bgn	1		vankyo	Z4	Z4	Android 9 Pie	1.08 pounds	9.8 x 6.7 x 0.3 inches	9.84 x 6.73 x 0.35 inches	Black	Rockchip	4	DDR3 SDRAM	32 GB				1 Lithium ion batteries required. (included)	1280x800	8 hours	Android	8 MP	DC									https://www.amazon.com//MatrixPad-Z4-Android-Quad-Core-Processor/dp/B07TBM1SVR/ref=sr_1_59?qid=1575099984&s=computers-intl-ship&sr=1-59
$450.00	12.3 inches	2736 x 1824	core_m	4 GB	128 GB SSD	Graphics 615		Integrated	802.11abg, 802.11a/b/g/n/ac, 802.11a/b/g/n, 802.11a			Microsoft	Microsoft	2018	Windows 10 Home	1.69 pounds	3.2 x 3.2 x 1 inches	3.2 x 3.24 x 1 inches	Platinum	Intel	2	SDRAM	4 GB	Serial ATA			1 Lithium Polymer batteries required.		13.5 hours	PC	8 MP	Corded-Electric									https://www.amazon.com//Microsoft-Surface-Touch-Screen-Windows-Platinum/dp/B07KP6JFB3/ref=sr_1_60?qid=1575099984&s=computers-intl-ship&sr=1-60
$845.99	15.6 inches	1920 x 1080 pixels	4.1 GHz Intel Core i7	16 GB DDR4	256 GB Flash Memory Solid State	NVIDIA GeForce GTX 1060	NVIDIA	Dedicated	802.11ac	2	2	Acer	Acer Predator Series	PH315-51-78NP	Windows 10 Home	5.51 pounds	10.5 x 15.3 x 1.1 inches	10.47 x 15.35 x 1.05 inches	Black	Intel	6	DDR4 SDRAM	256.0	Solid State		No Optical Drive	1 A batteries required. (included)		7 hours	PC						6 GB					https://www.amazon.com//Acer-Predator-Overclockable-Aeroblade-PH315-51-78NP/dp/B07CTHLX8C/ref=sr_1_61?qid=1575099984&s=computers-intl-ship&sr=1-61
$184.00	9.7 inches	2048 x 1536	2.4 GHz	2 GB	16 GB	M10			802.11abg, 802.11a/b/g/n/ac, 802.11a/b/g/n, 802.11a			APPLE	iPad Air 2	B00TREI0D4	iOS 5	1 pounds	8 x 6 x 8 inches	8 x 6 x 8 inches	Space Gray	Apple	1		16 GB				1 Lithium Polymer batteries required.		10 hours	Mac	8 MP	Corded-Electric, Battery			Click here for Proposition 65 warning						https://www.amazon.com//Apple-Space-Newest-Version-Renewed/dp/B00TREI0D4/ref=sr_1_62?qid=1575099984&s=computers-intl-ship&sr=1-62
$190.71	15.6 inches	1366 x 768 pixels	2.4 GHz AMD A4	4 GB DDR4	32 GB Flash Memory Solid State	AMD Radeon R4	AMD	Integrated, Dedicated	802.11ac		4	Acer	CB315-2H-25TX	CB315-2H-25TX	Chrome OS	4.19 pounds	15 x 10.1 x 0.8 inches	14.98 x 10.09 x 0.79 inches		AMD	2	DDR4 SDRAM	32.00	eSATA	0.1 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)		10 hours												https://www.amazon.com//Acer-Chromebook-Dual-Core-Processor-CB315-2H-25TX/dp/B07NQ5KPKG/ref=sr_1_63?qid=1575099984&s=computers-intl-ship&sr=1-63
$1,079.00	15.6 inches		Intel Core i7	16 GB	512 GB flash_memory_solid_state		nvidia	dedicated	802.11ac			ASUS		ROG	Windows 10	8.5 pounds	14.8 x 10.3 x 1 inches	14.8 x 10.31 x 1.03 inches		Intel	6	DDR4 SDRAM	512 GB				1 Lithium ion batteries required.		4 hours												https://www.amazon.com//ASUS-ROG-Computer-Hexa-Core-i7-9750H/dp/B07SZ1J9TG/ref=sr_1_64?qid=1575099984&s=computers-intl-ship&sr=1-64
$124.20	11.6 inches	HD ( 1366 x 768 )	1.6 GHz Celeron N	4 GB DDR3	16 GB SSD		Intel	integrated	802.11ac			Dell	Dell Inspiron	Dell	Chrome OS	2.43 pounds	8.1 x 11.9 x 0.8 inches	8.1 x 11.9 x 0.8 inches	Black	Intel	2	DDR3 SDRAM	16 GB	Serial ATA			1 A batteries required. (included)	HD ( 1366 x 768 )		Chromebook		AC & Battery		1600 MHz							https://www.amazon.com//Flagship-Dell-HD-Chromebook-Dual-Core-Bluetooth-802-11ac/dp/B07J4TVF7D/ref=sr_1_65?qid=1575099987&s=computers-intl-ship&sr=1-65
$470.00	15.6 inches	1920 x 1080 pixels	2.5 GHz Intel Core i5	8 GB DDR4	1000 GB Mechanical Hard Drive	Intel HD Graphics 620	Intel	Integrated	802.11ac	2	2	ASUS	Asus VivoBook F510	F510UA-AH50	Windows 10 Home	3.7 pounds	14.2 x 9.6 x 0.8 inches	14.2 x 9.6 x 0.8 inches		Intel	2	DDR4 SDRAM		Serial ATA	5400 RPM	No Optical Drive	1 Lithium ion batteries required. (included)			PC											https://www.amazon.com//ASUS-VivoBook-Lightweight-WideView-Fingerprint/dp/B07JJR5SJ5/ref=sr_1_66?qid=1575099987&s=computers-intl-ship&sr=1-66
$649.60	0.01		4.1 GHz Intel Core i5	12 GB DDR4	1 TB 1TB 7200RPM 3.5" SATA HDD + 128GB M.2 SATA Solid State Drive	Intel UHD Graphics 630		Integrated		4	2	Dell	Dell Inspiron 3470	i3470-5244BLK-PUS	Windows 10 Professional	13.75 pounds				Intel	6	DDR4 SDRAM	12.00	Serial ATA	7200 RPM	DVD+RW				PC								19.7 x 15.3 x 9.3 inches			https://www.amazon.com//Dell-Inspiron-Desktop-Warranty-Technology/dp/B07S3XD24T/ref=sr_1_67?qid=1575099987&s=computers-intl-ship&smid=ATVPDKIKX0DER&sr=1-67
$899.99	13.3 inches	1920 x 1080 pixels	4.6 GHz Intel Core i7	16 GB DDR3	512 GB Flash Memory Solid State	Intel HD Graphics 620	Intel	Integrated	802.11b/n/ac, Bluetooth	1	2	ASUS	Asus ZenBook 13	UX333FA-AB77	Windows 10 Pro	2.6 pounds	11.9 x 7.4 x 0.7 inches	11.9 x 7.4 x 0.7 inches		Intel	4	DDR3 SDRAM	512.00	Solid State	10000 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)			PC						16 GB					https://www.amazon.com//ASUS-Ultra-Slim-Wideview-i7-8565U-Numberpad/dp/B07QWLXCC7/ref=sr_1_68?qid=1575099987&s=computers-intl-ship&smid=ATVPDKIKX0DER&sr=1-68
$391.46	15.6 inches	1920 x 1080 pixels	3.9 GHz Intel Core i3	8 GB DDR4	128 GB Flash Memory Solid State	Intel UHD Graphics 620	Intel	Integrated	802.11b/n/ac	2	2	ASUS	Asus VivoBook 15 F512FA	F512FA-AB34	Windows 10 S	3.75 pounds	14.1 x 9.1 x 0.8 inches	14.1 x 9.1 x 0.75 inches		Intel	2	DDR4 SDRAM	128.00	Solid State	10000 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)			PC						8 GB					https://www.amazon.com//ASUS-VivoBook-i3-8145U-Windows-F512FA-AB34/dp/B07RK5M35T/ref=sr_1_69?qid=1575099987&s=computers-intl-ship&sr=1-69
$839.16	15.6 inches		3.9 GHz Intel Core i5	8 GB DDR4	256 GB Flash Memory Solid State	Intel HD Graphics 620	Intel	Integrated	Bluetooth		3	Acer	SF515-51T-507P	SF515-51T-507P	Windows 10 Home	2.2 pounds	14.1 x 9.1 x 0.6 inches	14.09 x 9.06 x 0.63 inches		Intel	4	DDR4 SDRAM	256.00	Solid State	0.1 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)		10 hours												https://www.amazon.com//Acer-Lightweight-i5-8265U-Back-lit-Keyboard/dp/B07JLBJZD4/ref=sr_1_70?qid=1575099987&s=computers-intl-ship&sr=1-70
$589.99	15.6 inches		1.6 GHz Core i5 8250U	12 GB SO-DIMM DDR4	256 GB SSD+1TB HDD	Intel UHD Graphics 620	Intel	Integrated	802.11ac, Bluetooth	1		Dell	Dell Inspiron i5570 Notebook PC	Dell Inspiron 5000 Series 5570 Laptop	Windows 10	4.85 pounds	10.2 x 14.9 x 0.9 inches	10.16 x 14.9 x 0.89 inches	Silver	Intel	4	DDR4 SDRAM	250 GB	Solid State			1 Lithium ion batteries required. (included)	1920x1080		PC		AC & Battery		2133 MHz							https://www.amazon.com//Dell-Inspiron-5000-5570-Laptop/dp/B07N49F51N/ref=sr_1_71?qid=1575099987&s=computers-intl-ship&sr=1-71
$354.99	15.6 inches	1920 x 1080 pixels	3.6 GHz A-Series	8 GB DDR4	256 GB Flash Memory Solid State	AMD Radeon R7	AMD	Integrated, Dedicated	802.11b/n/ac, Bluetooth	2	2	ASUS	VivoBook F510QA	F510QA-DS99	Windows 10 Home	3.7 pounds	14.2 x 9.6 x 0.8 inches	14.2 x 9.6 x 0.76 inches		AMD	4	DDR4 SDRAM	256	Solid State	10000 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)			PC				1 GHz		8 GB					https://www.amazon.com//ASUS-Lightweight-A12-9720P-Fingerprint-F510QA-DS99/dp/B07QFNNJQ9/ref=sr_1_72?qid=1575099987&s=computers-intl-ship&sr=1-72
$395.00	12.3 inches	3000x2000 pixels	3.4 GHz core_m	8 GB	Flash Memory Solid State	Intel HD Graphics	intel	Integrated	802.11ac			Google		C1A	Chrome OS	1.59 pounds	11.4 x 8 x 0.3 inches	11.45 x 7.95 x 0.28 inches	Black	Intel	2		64 GB			None	1 Lithium Polymer batteries required. (included)				8 MP	Battery									https://www.amazon.com//Google-Pixel-12-3-Inch-Tablet-aspect/dp/B07JWCHWRM/ref=sr_1_74?qid=1575099987&s=computers-intl-ship&sr=1-74
$1,899.00	12.3 inches		8032	16 GB	flash_memory_solid_state	mac		Integrated				Microsoft	Surface Pro	VAT-00001	Windows 10 Home	1.74 pounds	12.7 x 9.1 x 1.9 inches	12.74 x 9.09 x 1.91 inches	Platinum	Intel	1		512 GB				1 Lithium ion batteries required. (included)														https://www.amazon.com//NEW-Microsoft-Surface-Pro-Touch-Screen/dp/B07YNJZY9N/ref=sr_1_75?qid=1575099987&s=computers-intl-ship&sr=1-75
$549.99	14 inches	1920 x 1080 pixels	3.4 GHz Core M Family	8 GB DDR3L	64 GB Flash Memory Solid State	Intel HD Graphics 615	Intel	Integrated	802.11b/n/ac, Bluetooth		3	ASUS	Asus Chromebook Flip C434	C434TA-DS384T	Chrome OS	3.3 pounds	12.6 x 8 x 0.6 inches	12.6 x 8 x 0.6 inches	Silver	Intel	2	DDR3 SDRAM	64.00	Solid State	10000 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)			PC				1 GHz		8 GB					https://www.amazon.com//Chromebook-C434TA-DS384T-Touchscreen-NanoEdge-Processor/dp/B07QY4RN79/ref=sr_1_76?qid=1575099987&s=computers-intl-ship&sr=1-76
$114.99	11.6 inches	1366 x 768	1.4 GHz Intel Celeron	4 GB	16 GB flash_memory_solid_state	HD Graphics	Intel	integrated	802.11bgn			Acer	C720P	NX.MJAAA.004.CR	Chrome OS	2.98 pounds	8 x 11.3 x 0.8 inches	8 x 11.3 x 0.8 inches	Gray	Intel	1		4 GB				1 Lithium Polymer batteries required. (included)	1366 x 768	7.5 hours	PC					Click here for Proposition 65 warning						https://www.amazon.com//Acer-C720p-2625-Touchscreen-ChromeBook-Refurbished/dp/B01E9GBRU2/ref=sr_1_77?qid=1575099987&s=computers-intl-ship&sr=1-77
$87.99	10.1 inches	1280x800	1.5 GHz	1 GB SDRAM DDR3	16 GB	Mali 400 MP2			802.11abg			Hoozo	Touch		Android	1.6 pounds	9.5 x 6.6 x 0.3 inches	9.48 x 6.59 x 0.34 inches	Slate Black	MT	4	DDR3 SDRAM	16 GB				1 Lithium ion batteries required. (included)	1280x800		Andriod 8.1 Oreo Go	5 MP	AC & Battery				1 GB					https://www.amazon.com//Android-Tablet-Storage-Certified-Bluetooth/dp/B07SZDQG1S/ref=sr_1_78?qid=1575099987&s=computers-intl-ship&sr=1-78
$398.48	17.3 inches		1.7 GHz Intel Core i7	8 GB SO-DIMM DDR4	1 TB HDD 5400 rpm	Intel UHD Graphics 620	Intel	Integrated	802.11bgn, Bluetooth	1		HP	HP 17 Non-Touch Commercial Laptop	HP 17.3-Inch NoteBook PC	Windows 10 Home	5.4 pounds	10.7 x 16.3 x 1 inches	10.72 x 16.33 x 0.96 inches		Intel	4	DDR4 SDRAM		ATA	5400.00		1 Lithium Metal batteries required. (included)	1600x900		PC		AC & Battery		2400 MHz							https://www.amazon.com//HP-1600x900-i5-7200U-BlueTooth-Ethernet/dp/B07KTLGQ4R/ref=sr_1_79?qid=1575099987&s=computers-intl-ship&sr=1-79
$109.99	10.1 inches	1280×800	1.30	2 GB SDRAM DDR3	16 GB	ARM Mali-T720			802.11bgn	1		Dragon Touch	Touch		Android 8.1 Oreo	1.95 pounds	9.5 x 6.7 x 0.4 inches	9.5 x 6.69 x 0.39 inches	Silver	MTK	4	DDR3 SDRAM	16 GB	USB 2.0			1 Lithium Polymer batteries required.	1280×800	6 hours	Android	2 MP	AC		1.3 GHz							https://www.amazon.com//Dragon-Touch-Android-Processor-1280x800/dp/B07MCHG68M/ref=sr_1_80?qid=1575099987&s=computers-intl-ship&sr=1-80
$269.00	15.6 inches	1366x768	2.3 GHz Pentium	4 GB	500 GB mechanical_hard_drive	Intel HD Graphics 610	intel		802.11ac			Lenovo	S145	S145	Windows 10	5.51 pounds	14.3 x 9.9 x 0.8 inches	14.3 x 9.9 x 0.78 inches		Intel	2	DDR4 SDRAM		Serial ATA			1 Lithium Polymer batteries required. (included)	1366x768		PC											https://www.amazon.com//Lenovo-S145-Computer-802-11AC-Bluetooth/dp/B07WLMKBYS/ref=sr_1_82?qid=1575099990&s=computers-intl-ship&sr=1-82
$749.99	23.8		3.4 GHz Intel Core i5	12 GB DDR4	512 GB Flash Memory Solid State			Integrated		1	4	Acer	Z24-890-UA91	Z24-890-UA91	Windows 10 Home	17.15 pounds	21.3 x 1.4 x 17.3 inches	21.29 x 1.45 x 17.3 inches	Silver	Intel		DDR4 SDRAM	512.00	Solid State	0.1 RPM	DVD-RW										0.1					https://www.amazon.com//Acer-Z24-890-UA91-i5-9400T-802-11ac-Wireless/dp/B07R4PQJNM/ref=sr_1_83?qid=1575099990&s=computers-intl-ship&smid=ATVPDKIKX0DER&sr=1-83
$388.00	15.6 inches		1.6 GHz Intel Core i5	8 GB SO-DIMM DDR4	1 TB HDD 5400 rpm	Intel UHD Graphics 620	Intel	Integrated	802.11ac, Bluetooth			HP	HP Pavilion 15T 15-Inch Commercial Laptop	HP Pavilion 15 Notebook PC	Windows 10	4.21 pounds	9.9 x 14.9 x 0.8 inches	9.93 x 14.88 x 0.78 inches		Intel	4	DDR4 SDRAM		Serial ATA	5400.00		1 Lithium Polymer batteries required. (included)	1920x1080		PC		AC & Battery		2400 MHz							https://www.amazon.com//HP-Pavilion-15-Touchscreen-1920x1080/dp/B07KWG73RQ/ref=sr_1_84?qid=1575099990&s=computers-intl-ship&sr=1-84
$109.99	10 inches	1280×800	1.3 GHz	2 GB SDRAM DDR3	16 GB	ARM Mali-T720				1		Dragon Touch	Touch		Android 8.1 Oreo	1.95 pounds	9.5 x 6.7 x 0.4 inches	9.5 x 6.69 x 0.39 inches	Black	MTK	4	DDR3 SDRAM	16 GB	USB 2.0			1 Lithium Polymer batteries required. (included)	1280×800	6 hours	Android	2 MP	AC		1.3 GHz							https://www.amazon.com//Dragon-Touch-Storage-Quad-Core-Processor/dp/B07WLNZB78/ref=sr_1_85?qid=1575099990&s=computers-intl-ship&sr=1-85
$132.00	8 inches	1024 x 768	1.5 GHz	1.5 GB	16 GB	1.2 ghz			802.11abg, 802.11a/b/g/n, 802.11a			Samsung	Galaxy Tab A	SM-T350	Android Lollipop	1 pounds	6 x 8 x 2 inches	6 x 8 x 2 inches	Smoky Titanium	samsung	4		16 GB				1 Lithium Polymer batteries required.	1024 x 768	10 months	PC	5 MP										https://www.amazon.com//Samsung-Galaxy-16GB-Smoky-Titanium/dp/B00ZY7ZUIG/ref=sr_1_86?qid=1575099990&s=computers-intl-ship&sr=1-86
$215.00	7.9 inches	2048 x 1536		2 GB	16 GB	PowerVR			802.11a, 802.11ag			Apple	iPad Mini 4	iPad Mini 4	iOS	1.05 pounds	9 x 3 x 13 inches	9 x 3 x 13 inches	Black		2		16 GB				1 Lithium Polymer batteries required. (included)		10 hours	Mac	8 MP	Corded-Electric			Click here for Proposition 65 warning						https://www.amazon.com//Apple-iPad-Mini-Space-Refurbished/dp/B0744W8WB2/ref=sr_1_87?qid=1575099990&s=computers-intl-ship&sr=1-87
$322.00	15.6 inches		2.7 GHz 80486SLC	8 GB DDR	128 GB flash_memory_solid_state		intel	Dedicated	802.11b/g, 802.11bgn, 802.11b	3	2	Dell	Dell Inspiron	I3567-3970BLK-PUS	Windows 10	1 pounds	9.1 x 9.1 x 9.1 inches	9.1 x 9.1 x 9.1 inches		Intel	2	DDR4 SDRAM	128.00	ATA-4	12 RPM	BD-R	1 Lithium Metal batteries required. (included)	1366x768		PC											https://www.amazon.com//Dell-Inspiron-Touch-Screen-Laptop/dp/B07KVFTVHX/ref=sr_1_88?qid=1575099990&s=computers-intl-ship&sr=1-88
$755.99	12.3 inches	2736x1824 pixels	1.3 GHz Core i5 8400T	8 GB LPDDR3 1866 MHz	256 GB Flash Memory Solid State	Intel UHD Graphics 620		Integrated	802.11a/b/g/n/ac		1	Microsoft	Surface Pro 6	KJT-00001	Windows 10 Home	3.53 pounds	12.7 x 9.1 x 1.9 inches	12.72 x 9.07 x 1.91 inches	Platinum	Intel	4	DDR SDRAM	256 GB			None	1 Lithium Polymer batteries required. (included)		6 hours		8 MP	Corded-Electric, Battery									https://www.amazon.com//Microsoft-Surface-Intel-Core-256GB/dp/B07HZNKGDV/ref=sr_1_89?qid=1575099990&s=computers-intl-ship&sr=1-89
